20260201 170800;211.870000;211.870000;211.811000;211.813000;0
20260201 170900;211.815000;211.825000;211.815000;211.825000;0
20260201 171000;211.846000;211.958000;211.846000;211.958000;0
20260201 171100;211.958000;211.963000;211.958000;211.959000;0
20260201 171200;211.960000;211.960000;211.846000;211.846000;0
20260201 171300;211.860000;211.955000;211.860000;211.904000;0
20260201 171400;211.903000;211.903000;211.903000;211.903000;0
20260201 171500;211.922000;211.976000;211.913000;211.957000;0
20260201 171600;211.956000;211.956000;211.949000;211.949000;0
20260201 171700;211.948000;211.948000;211.941000;211.941000;0
20260201 171800;211.945000;211.946000;211.938000;211.946000;0
20260201 171900;211.950000;212.076000;211.950000;211.955000;0
20260201 172000;211.982000;212.103000;211.982000;212.103000;0
20260201 172100;212.117000;212.159000;212.100000;212.159000;0
20260201 172200;212.156000;212.185000;212.142000;212.185000;0
20260201 172300;212.185000;212.192000;212.132000;212.183000;0
20260201 172400;212.173000;212.236000;212.173000;212.189000;0
20260201 172500;212.186000;212.232000;212.186000;212.232000;0
20260201 172600;212.230000;212.357000;212.220000;212.339000;0
20260201 172700;212.339000;212.516000;212.315000;212.467000;0
20260201 172800;212.466000;212.566000;212.439000;212.501000;0
20260201 172900;212.498000;212.498000;212.485000;212.487000;0
20260201 173000;212.505000;212.642000;212.489000;212.584000;0
20260201 173100;212.633000;212.634000;212.633000;212.633000;0
20260201 173200;212.641000;212.663000;212.503000;212.539000;0
20260201 173300;212.507000;212.613000;212.506000;212.613000;0
20260201 173400;212.633000;212.634000;212.522000;212.613000;0
20260201 173500;212.613000;212.614000;212.593000;212.594000;0
20260201 173600;212.594000;212.605000;212.594000;212.605000;0
20260201 173700;212.604000;212.604000;212.540000;212.540000;0
20260201 173800;212.543000;212.604000;212.542000;212.600000;0
20260201 173900;212.599000;212.599000;212.591000;212.591000;0
20260201 174000;212.498000;212.593000;212.488000;212.589000;0
20260201 174100;212.588000;212.598000;212.588000;212.594000;0
20260201 174200;212.588000;212.597000;212.585000;212.597000;0
20260201 174300;212.601000;212.604000;212.597000;212.603000;0
20260201 174400;212.599000;212.603000;212.522000;212.526000;0
20260201 174500;212.526000;212.578000;212.522000;212.541000;0
20260201 174600;212.541000;212.541000;212.507000;212.513000;0
20260201 174700;212.511000;212.531000;212.506000;212.514000;0
