20260301 203900;210.175000;210.201000;210.156000;210.198000;0
20260301 204000;210.196000;210.234000;210.171000;210.208000;0
20260301 204100;210.211000;210.218000;210.167000;210.191000;0
20260301 204200;210.191000;210.234000;210.191000;210.231000;0
20260301 204300;210.232000;210.232000;210.192000;210.208000;0
20260301 204400;210.209000;210.233000;210.191000;210.198000;0
20260301 204500;210.198000;210.225000;210.184000;210.217000;0
20260301 204600;210.215000;210.231000;210.204000;210.220000;0
20260301 204700;210.223000;210.235000;210.211000;210.220000;0
20260301 204800;210.217000;210.232000;210.179000;210.179000;0
20260301 204900;210.180000;210.207000;210.175000;210.180000;0
20260301 205000;210.180000;210.209000;210.179000;210.206000;0
20260301 205100;210.205000;210.218000;210.154000;210.172000;0
20260301 205200;210.170000;210.173000;210.127000;210.133000;0
20260301 205300;210.133000;210.155000;210.105000;210.141000;0
20260301 205400;210.139000;210.143000;210.109000;210.116000;0
20260301 205500;210.115000;210.139000;210.105000;210.139000;0
20260301 205600;210.137000;210.214000;210.127000;210.212000;0
20260301 205700;210.213000;210.220000;210.145000;210.158000;0
20260301 205800;210.158000;210.191000;210.158000;210.170000;0
20260301 205900;210.170000;210.179000;210.111000;210.116000;0
20260301 210000;210.116000;210.116000;210.050000;210.087000;0
20260301 210100;210.088000;210.125000;210.075000;210.125000;0
20260301 210200;210.122000;210.140000;210.097000;210.127000;0
20260301 210300;210.127000;210.171000;210.122000;210.157000;0
20260301 210400;210.156000;210.181000;210.152000;210.173000;0
20260301 210500;210.172000;210.180000;210.137000;210.138000;0
20260301 210600;210.137000;210.150000;210.100000;210.103000;0
20260301 210700;210.102000;210.108000;210.084000;210.105000;0
20260301 210800;210.105000;210.134000;210.090000;210.127000;0
20260301 210900;210.126000;210.146000;210.119000;210.139000;0
20260301 211000;210.141000;210.150000;210.098000;210.114000;0
20260301 211100;210.119000;210.175000;210.112000;210.147000;0
20260301 211200;210.144000;210.147000;210.102000;210.105000;0
20260301 211300;210.111000;210.134000;210.108000;210.132000;0
20260301 211400;210.133000;210.142000;210.119000;210.124000;0
20260301 211500;210.125000;210.147000;210.124000;210.145000;0
20260301 211600;210.145000;210.166000;210.142000;210.157000;0
20260301 211700;210.158000;210.176000;210.151000;210.162000;0
20260301 211800;210.163000;210.215000;210.163000;210.213000;0
20260301 211900;210.213000;210.222000;210.207000;210.222000;0
20260301 212000;210.217000;210.221000;210.200000;210.203000;0
20260301 212100;210.203000;210.241000;210.203000;210.219000;0
20260301 212200;210.219000;210.246000;210.210000;210.238000;0
20260301 212300;210.242000;210.250000;210.234000;210.234000;0
20260301 212400;210.232000;210.232000;210.175000;210.182000;0
20260301 212500;210.177000;210.191000;210.144000;210.148000;0
20260301 212600;210.154000;210.157000;210.122000;210.123000;0
20260301 212700;210.121000;210.127000;210.102000;210.108000;0
20260301 212800;210.108000;210.120000;210.079000;210.090000;0
20260301 212900;210.089000;210.102000;210.068000;210.073000;0
20260301 213000;210.070000;210.078000;210.040000;210.064000;0
20260301 213100;210.063000;210.104000;210.055000;210.103000;0
20260301 213200;210.103000;210.141000;210.065000;210.135000;0
20260301 213300;210.135000;210.153000;210.117000;210.119000;0
20260301 213400;210.120000;210.152000;210.112000;210.144000;0
20260301 213500;210.144000;210.149000;210.117000;210.127000;0
20260301 213600;210.126000;210.151000;210.125000;210.149000;0
20260301 213700;210.151000;210.158000;210.129000;210.139000;0
20260301 213800;210.140000;210.179000;210.140000;210.170000;0
20260301 213900;210.168000;210.177000;210.093000;210.097000;0
20260301 214000;210.096000;210.127000;210.089000;210.121000;0
20260301 214100;210.124000;210.133000;210.111000;210.133000;0
20260301 214200;210.136000;210.146000;210.126000;210.127000;0
20260301 214300;210.126000;210.160000;210.120000;210.160000;0
20260301 214400;210.161000;210.178000;210.159000;210.170000;0
20260301 214500;210.168000;210.172000;210.133000;210.147000;0
20260301 214600;210.147000;210.147000;210.132000;210.135000;0
20260301 214700;210.142000;210.156000;210.133000;210.153000;0
20260301 214800;210.154000;210.180000;210.141000;210.175000;0
20260301 214900;210.176000;210.184000;210.162000;210.162000;0
20260301 215000;210.163000;210.189000;210.156000;210.168000;0
20260301 215100;210.163000;210.175000;210.127000;210.130000;0
20260301 215200;210.132000;210.136000;210.097000;210.101000;0
20260301 215300;210.102000;210.107000;210.067000;210.071000;0
20260301 215400;210.072000;210.085000;210.063000;210.068000;0
20260301 215500;210.067000;210.075000;210.045000;210.062000;0
20260301 215600;210.063000;210.099000;210.061000;210.077000;0
20260301 215700;210.074000;210.130000;210.073000;210.123000;0
20260301 215800;210.124000;210.144000;210.110000;210.127000;0
20260301 215900;210.125000;210.125000;210.100000;210.118000;0
20260301 220000;210.112000;210.130000;210.108000;210.119000;0
20260301 220100;210.115000;210.117000;210.090000;210.099000;0
20260301 220200;210.104000;210.134000;210.093000;210.126000;0
20260301 220300;210.123000;210.131000;210.100000;210.118000;0
20260301 220400;210.117000;210.120000;210.094000;210.116000;0
20260301 220500;210.117000;210.164000;210.116000;210.163000;0
20260301 220600;210.162000;210.191000;210.159000;210.185000;0
20260301 220700;210.184000;210.196000;210.154000;210.196000;0
20260301 220800;210.196000;210.205000;210.179000;210.186000;0
20260301 220900;210.186000;210.187000;210.155000;210.167000;0
20260301 221000;210.168000;210.194000;210.167000;210.190000;0
20260301 221100;210.191000;210.194000;210.154000;210.156000;0
20260301 221200;210.155000;210.164000;210.129000;210.141000;0
20260301 221300;210.141000;210.165000;210.141000;210.154000;0
20260301 221400;210.154000;210.173000;210.154000;210.163000;0
20260301 221500;210.163000;210.172000;210.151000;210.152000;0
20260301 221600;210.156000;210.169000;210.149000;210.168000;0
20260301 221700;210.168000;210.174000;210.155000;210.155000;0
20260301 221800;210.155000;210.156000;210.123000;210.126000;0
20260301 221900;210.124000;210.145000;210.111000;210.122000;0
20260301 222000;210.125000;210.129000;210.074000;210.083000;0
20260301 222100;210.082000;210.123000;210.082000;210.118000;0
20260301 222200;210.119000;210.136000;210.094000;210.094000;0
20260301 222300;210.098000;210.146000;210.098000;210.135000;0
20260301 222400;210.135000;210.192000;210.130000;210.187000;0
20260301 222500;210.187000;210.198000;210.182000;210.188000;0
20260301 222600;210.185000;210.185000;210.141000;210.141000;0
20260301 222700;210.141000;210.152000;210.133000;210.149000;0
20260301 222800;210.147000;210.147000;210.110000;210.132000;0
20260301 222900;210.132000;210.159000;210.120000;210.159000;0
20260301 223000;210.159000;210.166000;210.115000;210.162000;0
20260301 223100;210.164000;210.180000;210.150000;210.180000;0
20260301 223200;210.180000;210.197000;210.161000;210.192000;0
20260301 223300;210.191000;210.195000;210.152000;210.173000;0
20260301 223400;210.170000;210.173000;210.132000;210.139000;0
20260301 223500;210.139000;210.139000;210.094000;210.124000;0
20260301 223600;210.120000;210.142000;210.120000;210.134000;0
20260301 223700;210.135000;210.171000;210.132000;210.167000;0
20260301 223800;210.167000;210.177000;210.141000;210.158000;0
20260301 223900;210.158000;210.192000;210.156000;210.184000;0
20260301 224000;210.185000;210.190000;210.157000;210.166000;0
20260301 224100;210.166000;210.182000;210.155000;210.174000;0
20260301 224200;210.174000;210.201000;210.164000;210.181000;0
20260301 224300;210.182000;210.210000;210.147000;210.202000;0
20260301 224400;210.201000;210.218000;210.196000;210.202000;0
20260301 224500;210.203000;210.206000;210.158000;210.188000;0
20260301 224600;210.190000;210.200000;210.176000;210.197000;0
20260301 224700;210.197000;210.214000;210.179000;210.198000;0
20260301 224800;210.197000;210.219000;210.197000;210.214000;0
20260301 224900;210.216000;210.232000;210.213000;210.221000;0
20260301 225000;210.221000;210.221000;210.187000;210.194000;0
20260301 225100;210.196000;210.245000;210.195000;210.243000;0
20260301 225200;210.245000;210.262000;210.241000;210.251000;0
20260301 225300;210.253000;210.255000;210.233000;210.235000;0
20260301 225400;210.237000;210.247000;210.218000;210.233000;0
20260301 225500;210.233000;210.250000;210.227000;210.230000;0
20260301 225600;210.231000;210.249000;210.227000;210.248000;0
20260301 225700;210.248000;210.254000;210.241000;210.244000;0
20260301 225800;210.242000;210.249000;210.229000;210.231000;0
20260301 225900;210.233000;210.236000;210.202000;210.206000;0
20260301 230000;210.206000;210.248000;210.203000;210.240000;0
20260301 230100;210.240000;210.279000;210.231000;210.279000;0
20260301 230200;210.279000;210.289000;210.258000;210.265000;0
20260301 230300;210.261000;210.263000;210.203000;210.216000;0
20260301 230400;210.219000;210.226000;210.208000;210.214000;0
20260301 230500;210.211000;210.218000;210.197000;210.210000;0
20260301 230600;210.211000;210.251000;210.210000;210.248000;0
20260301 230700;210.247000;210.253000;210.204000;210.204000;0
20260301 230800;210.205000;210.221000;210.205000;210.213000;0
20260301 230900;210.215000;210.227000;210.215000;210.223000;0
20260301 231000;210.223000;210.224000;210.203000;210.205000;0
20260301 231100;210.204000;210.213000;210.198000;210.202000;0
20260301 231200;210.204000;210.213000;210.200000;210.206000;0
20260301 231300;210.207000;210.223000;210.202000;210.221000;0
20260301 231400;210.220000;210.243000;210.220000;210.232000;0
20260301 231500;210.231000;210.256000;210.231000;210.253000;0
20260301 231600;210.254000;210.259000;210.245000;210.255000;0
20260301 231700;210.254000;210.254000;210.226000;210.233000;0
20260301 231800;210.233000;210.237000;210.206000;210.223000;0
20260301 231900;210.223000;210.237000;210.166000;210.168000;0
20260301 232000;210.169000;210.200000;210.145000;210.153000;0
20260301 232100;210.149000;210.233000;210.144000;210.229000;0
20260301 232200;210.227000;210.230000;210.181000;210.184000;0
20260301 232300;210.184000;210.217000;210.178000;210.215000;0
20260301 232400;210.218000;210.243000;210.211000;210.243000;0
20260301 232500;210.243000;210.268000;210.243000;210.253000;0
20260301 232600;210.250000;210.263000;210.234000;210.262000;0
20260301 232700;210.264000;210.288000;210.256000;210.276000;0
20260301 232800;210.278000;210.287000;210.264000;210.275000;0
20260301 232900;210.276000;210.311000;210.268000;210.305000;0
20260301 233000;210.306000;210.320000;210.298000;210.308000;0
20260301 233100;210.307000;210.318000;210.303000;210.309000;0
20260301 233200;210.307000;210.312000;210.275000;210.295000;0
20260301 233300;210.296000;210.302000;210.280000;210.302000;0
20260301 233400;210.300000;210.329000;210.298000;210.327000;0
20260301 233500;210.329000;210.342000;210.305000;210.331000;0
20260301 233600;210.330000;210.362000;210.330000;210.357000;0
20260301 233700;210.355000;210.358000;210.322000;210.328000;0
20260301 233800;210.334000;210.350000;210.334000;210.335000;0
20260301 233900;210.339000;210.348000;210.319000;210.334000;0
20260301 234000;210.338000;210.344000;210.334000;210.339000;0
20260301 234100;210.339000;210.376000;210.337000;210.353000;0
20260301 234200;210.353000;210.364000;210.342000;210.352000;0
20260301 234300;210.355000;210.371000;210.340000;210.355000;0
20260301 234400;210.356000;210.362000;210.343000;210.346000;0
20260301 234500;210.346000;210.362000;210.344000;210.351000;0
20260301 234600;210.351000;210.354000;210.330000;210.334000;0
20260301 234700;210.334000;210.339000;210.314000;210.319000;0
20260301 234800;210.316000;210.332000;210.314000;210.324000;0
20260301 234900;210.324000;210.377000;210.324000;210.353000;0
20260301 235000;210.348000;210.365000;210.342000;210.342000;0
20260301 235100;210.341000;210.365000;210.340000;210.341000;0
20260301 235200;210.342000;210.350000;210.326000;210.349000;0
20260301 235300;210.345000;210.387000;210.340000;210.386000;0
20260301 235400;210.386000;210.397000;210.366000;210.384000;0
20260301 235500;210.381000;210.383000;210.349000;210.369000;0
20260301 235600;210.369000;210.379000;210.359000;210.375000;0
20260301 235700;210.378000;210.381000;210.357000;210.360000;0
20260301 235800;210.358000;210.360000;210.336000;210.337000;0
20260301 235900;210.338000;210.341000;210.323000;210.337000;0
20260302 000000;210.346000;210.364000;210.334000;210.354000;0
20260302 000100;210.364000;210.375000;210.357000;210.366000;0
20260302 000200;210.363000;210.363000;210.331000;210.331000;0
20260302 000300;210.329000;210.384000;210.329000;210.381000;0
20260302 000400;210.383000;210.385000;210.330000;210.330000;0
20260302 000500;210.330000;210.373000;210.305000;210.362000;0
20260302 000600;210.362000;210.393000;210.359000;210.369000;0
20260302 000700;210.368000;210.378000;210.354000;210.370000;0
20260302 000800;210.368000;210.381000;210.355000;210.364000;0
20260302 000900;210.364000;210.371000;210.353000;210.355000;0
20260302 001000;210.353000;210.371000;210.345000;210.371000;0
20260302 001100;210.374000;210.389000;210.363000;210.378000;0
20260302 001200;210.377000;210.381000;210.365000;210.378000;0
20260302 001300;210.380000;210.388000;210.367000;210.381000;0
20260302 001400;210.388000;210.388000;210.360000;210.363000;0
20260302 001500;210.368000;210.380000;210.349000;210.352000;0
20260302 001600;210.351000;210.392000;210.332000;210.378000;0
20260302 001700;210.381000;210.397000;210.381000;210.383000;0
20260302 001800;210.384000;210.404000;210.384000;210.399000;0
20260302 001900;210.399000;210.421000;210.399000;210.420000;0
20260302 002000;210.417000;210.466000;210.410000;210.458000;0
20260302 002100;210.460000;210.476000;210.460000;210.475000;0
20260302 002200;210.475000;210.496000;210.459000;210.473000;0
20260302 002300;210.473000;210.475000;210.443000;210.443000;0
20260302 002400;210.451000;210.472000;210.446000;210.453000;0
20260302 002500;210.456000;210.475000;210.447000;210.458000;0
20260302 002600;210.458000;210.461000;210.431000;210.446000;0
20260302 002700;210.443000;210.445000;210.336000;210.342000;0
20260302 002800;210.342000;210.360000;210.326000;210.326000;0
20260302 002900;210.328000;210.402000;210.323000;210.401000;0
20260302 003000;210.402000;210.426000;210.397000;210.421000;0
20260302 003100;210.418000;210.469000;210.402000;210.465000;0
20260302 003200;210.466000;210.475000;210.432000;210.432000;0
20260302 003300;210.433000;210.473000;210.433000;210.448000;0
20260302 003400;210.447000;210.475000;210.444000;210.470000;0
20260302 003500;210.470000;210.481000;210.461000;210.477000;0
20260302 003600;210.476000;210.523000;210.471000;210.512000;0
20260302 003700;210.512000;210.528000;210.462000;210.464000;0
20260302 003800;210.462000;210.489000;210.446000;210.457000;0
20260302 003900;210.456000;210.489000;210.455000;210.457000;0
